provinsi,kabupaten,tahun,indeks_pembangunan_manusia,angka_harapan_hidup_laki,angka_harapan_hidup_perempuan,rerata_lama_sekolah_laki,rerata_lama_sekolah_perempuan,harapan_lama_sekolah,pengeluaran_per_kapita
BALI,Klungkung,2023,73.11,70.32,74.33,9.51,7.63,"13,12",11760
BALI,Bangli,2023,70.79,69.4,73.37,8.23,7.15,"12,52",11670
BALI,Karangasem,2023,68.91,69.31,73.28,7.45,5.66,"12,63",10753
BALI,Buleleng,2023,73.97,70.74,74.77,8.41,6.82,"13,27",13987
BALI,KotaDenpasar,2023,84.73,73.91,77.5,11.91,11.17,"14,11",20128
NUSATENGGARABARAT,NUSATENGGARABARAT,2023,70.2,65.54,69.5,8.25,7.15,"13,97",11095
NUSATENGGARABARAT,LombokBarat,2023,70.15,66.13,70.12,7.58,6.31,"13,98",11960
NUSATENGGARABARAT,LombokTengah,2023,68.4,65.2,69.14,7.15,6.15,"13,87",10948
NUSATENGGARABARAT,LombokTimur,2023,68.41,65.03,68.97,7.55,6.76,"14,06",10152
NUSATENGGARABARAT,Sumbawa,2023,69.87,66.6,70.57,8.78,8.35,"13,24",9981
NUSATENGGARABARAT,Dompu,2023,69.98,65.82,69.8,9.49,8.35,"13,83",9404
NUSATENGGARABARAT,Bima,2023,68.28,65.34,69.3,8.88,8.27,"13,65",8963
NUSATENGGARABARAT,SumbawaBarat,2023,73.17,67.26,71.22,9.38,8.6,"13,66",12214
NUSATENGGARABARAT,LombokUtara,2023,66.62,66.23,70.21,7.13,5.53,"13,01",9785
NUSATENGGARABARAT,KotaMataram,2023,80.09,70.59,74.61,10.59,9.27,"15,67",15894
NUSATENGGARABARAT,KotaBima,2023,77.36,69.26,73.22,11.27,10.65,"15,06",11740
NUSATENGGARATIMUR,NUSATENGGARATIMUR,2023,66.68,65.82,69.8,8.14,7.64,"13,22",8248
NUSATENGGARATIMUR,SumbaBarat,2023,65.22,65.64,69.61,7.26,6.54,"13,26",7993
NUSATENGGARATIMUR,SumbaTimur,2023,67.05,63.92,67.8,7.65,7.4,"12,86",10008
NUSATENGGARATIMUR,Kupang,2023,65.82,63.75,67.62,7.81,7.27,"13,89",8220
NUSATENGGARATIMUR,TimorTengahSelatan,2023,63.58,64.97,68.9,7.14,6.64,"12,61",7450
NUSATENGGARATIMUR,TimorTengahUtara,2023,65.16,65.67,69.64,8.32,8,"13,35",6889
NUSATENGGARATIMUR,Belu,2023,63.83,63.74,67.61,7.51,7.36,"12,31",7907
NUSATENGGARATIMUR,Alor,2023,62.99,60.52,64.27,8.92,08.04,"12,28",7565
NUSATENGGARATIMUR,Lembata,2023,66.12,65.93,69.91,9.11,7.61,"12,46",7962
NUSATENGGARATIMUR,FloresTimur,2023,65.79,64.07,67.96,8.66,7.51,"12,95",8223
NUSATENGGARATIMUR,Sikka,2023,66.89,66.35,70.34,7.31,6.76,"13,66",8678
NUSATENGGARATIMUR,Ende,2023,68.63,64.22,68.11,8.61,08.03,"13,82",9739
NUSATENGGARATIMUR,Ngada,2023,69.14,66.77,70.74,8.82,8.75,"12,74",9350
NUSATENGGARATIMUR,Manggarai,2023,66.42,65.69,69.66,8.26,07.08,"13,71",7903
NUSATENGGARATIMUR,RoteNdao,2023,64,63.72,67.58,8.31,7.69,"13,22",7061
NUSATENGGARATIMUR,ManggaraiBarat,2023,65.81,66.05,70.04,8.38,7.6,"12,53",7913
NUSATENGGARATIMUR,SumbaTengah,2023,63.48,66.94,70.91,7.34,6.85,"13,13",6484
NUSATENGGARATIMUR,SumbaBaratDaya,2023,63.74,67.06,71.03,6.47,6.25,"13,1",7080
NUSATENGGARATIMUR,Nagekeo,2023,67.07,65.96,69.95,8.4,7.92,"12,59",8706
NUSATENGGARATIMUR,ManggaraiTimur,2023,63.24,66.55,70.53,08.05,7.52,"12,59",6276
NUSATENGGARATIMUR,SabuRaijua,2023,58.89,59.26,62.95,07.08,6.97,"13,18",5899
NUSATENGGARATIMUR,Malaka,2023,62.06,63.78,67.65,7.47,6.91,"12,82",6569
NUSATENGGARATIMUR,KotaKupang,2023,80.62,68.6,72.54,12.04,11.49,"16,44",13762
KALIMANTANBARAT,KALIMANTANBARAT,2023,69.41,69.38,73.35,7.99,7.35,"12,67",9810
KALIMANTANBARAT,Sambas,2023,68.69,67.83,71.78,7.39,6.14,"12,72",11057
KALIMANTANBARAT,Bengkayang,2023,69.53,72.41,76.74,7.62,6.68,"12,16",9859
KALIMANTANBARAT,Landak,2023,68.14,71.51,76.15,08.04,6.96,"12,53",8423
KALIMANTANBARAT,Mempawah,2023,67.92,69.79,73.78,7.59,6.95,"12,88",8690
KALIMANTANBARAT,Sanggau,2023,67.77,69.82,73.81,7.92,7.14,"11,87",9213
KALIMANTANBARAT,Ketapang,2023,68.68,69.52,73.49,7.99,7.5,"11,96",9984
KALIMANTANBARAT,Sintang,2023,68.67,70.45,74.47,7.98,7.15,"12,3",9128
KALIMANTANBARAT,KapuasHulu,2023,67.67,70.91,74.94,8.22,7.52,"12,2",8055
KALIMANTANBARAT,Sekadau,2023,66.33,70.77,74.8,7.64,6.59,"11,92",7981
KALIMANTANBARAT,Melawi,2023,67.76,71.22,75.54,7.99,7.1,"11,34",9155
KALIMANTANBARAT,KayongUtara,2023,64.79,67.29,71.25,6.83,5.86,"12,12",8594
KALIMANTANBARAT,KubuRaya,2023,69.6,69.32,73.29,7.76,6.85,"13,89",9605
KALIMANTANBARAT,KotaPontianak,2023,81.03,71.57,76.28,10.71,10.15,"15,04",15632
KALIMANTANBARAT,KotaSingkawang,2023,73.39,70.85,74.88,8.34,08.06,"12,94",12457
KALIMANTANTENGAH,KALIMANTANTENGAH,2023,72.2,68.36,72.29,8.98,8.55,"12,76",11878
KALIMANTANTENGAH,KotawaringinBarat,2023,74.04,69.34,73.31,8.95,8.32,"12,77",13798
KALIMANTANTENGAH,KotawaringinTimur,2023,72.21,68.47,72.4,8.56,7.73,"12,88",12546
KALIMANTANTENGAH,Kapuas,2023,70.75,67.3,71.26,08.09,7.78,"12,96",11829
KALIMANTANTENGAH,BaritoSelatan,2023,71.65,65.81,69.79,9.51,8.89,"12,8",12067
KALIMANTANTENGAH,BaritoUtara,2023,71.84,69.73,73.72,9.11,8.61,"12,54",10720
KALIMANTANTENGAH,Sukamara,2023,69.44,70.07,74.07,8.6,7.88,"12,16",9494
KALIMANTANTENGAH,Lamandau,2023,71.81,67.92,71.86,09.02,8.24,"12,52",12050
KALIMANTANTENGAH,Seruyan,2023,68.68,67.71,71.66,8.43,7.56,"12,03",10157
KALIMANTANTENGAH,Katingan,2023,70.28,64.52,68.43,09.02,8.7,"12,98",11399
KALIMANTANTENGAH,PulangPisau,2023,69.6,66.66,70.64,8.41,8.18,"12,51",10752
KALIMANTANTENGAH,GunungMas,2023,72.09,69.03,72.98,9.31,9.18,"12,05",11462
KALIMANTANTENGAH,BaritoTimur,2023,72.7,66.97,70.94,9.9,9.24,"12,87",12083
KALIMANTANTENGAH,MurungRaya,2023,69.42,68.01,71.96,8.48,7.63,"12,04",11053
KALIMANTANTENGAH,KotaPalangkaRaya,2023,81.68,71.46,76.05,11.75,11.55,"14,99",14727
KALIMANTANSELATAN,KALIMANTANSELATAN,2023,72.5,67.49,71.45,8.91,8.19,"12,86",12953
KALIMANTANSELATAN,TanahLaut,2023,70.98,68.19,72.13,8.37,7.36,"12,41",12198
KALIMANTANSELATAN,Kotabaru,2023,70.18,67.84,71.79,08.09,7.23,"12,07",12480
KALIMANTANSELATAN,Banjar,2023,71.46,66.07,70.06,8.28,7.58,"13,03",13301
KALIMANTANSELATAN,BaritoKuala,2023,68.11,64.89,68.82,8.16,7.32,"12,55",10750
KALIMANTANSELATAN,Tapin,2023,72,69.23,73.19,8.59,7.68,"12,33",12776
KALIMANTANSELATAN,HuluSungaiSelatan,2023,70.5,64.98,68.91,8.35,7.8,"12,46",13743
KALIMANTANSELATAN,HuluSungaiTengah,2023,70.13,64.94,68.87,8.73,08.01,"12,24",12782
KALIMANTANSELATAN,HuluSungaiUtara,2023,67.66,63.09,66.94,8.4,7.51,"13,19",10491
KALIMANTANSELATAN,Tabalong,2023,73.85,69.34,73.31,9.6,8.77,"12,91",12507
KALIMANTANSELATAN,TanahBumbu,2023,72.31,69.01,72.96,8.74,7.92,"12,6",12516
KALIMANTANSELATAN,Balangan,2023,70.49,66.45,70.43,8.78,7.61,"12,82",11888
KALIMANTANSELATAN,KotaBanjarmasin,2023,78.5,69.95,73.94,11.13,9.71,"13,97",15280
KALIMANTANSELATAN,KotaBanjarBaru,2023,80.11,70.66,74.69,11.43,10.79,"14,85",14524
KALIMANTANTIMUR,KALIMANTANTIMUR,2023,78.2,72.96,76.62,10.26,9.79,"14,02",13202
KALIMANTANTIMUR,Paser,2023,74.14,71,75.08,9.17,8.75,"13,37",11651
KALIMANTANTIMUR,KutaiBarat,2023,73.72,71.37,75.16,9.41,8.36,"13,25",11291
KALIMANTANTIMUR,KutaiKartanegara,2023,75.3,70.78,74.81,9.61,8.82,"13,64",12323
KALIMANTANTIMUR,KutaiTimur,2023,74.98,71.77,75.52,9.91,8.98,"13,01",11961
KALIMANTANTIMUR,Berau,2023,76.21,70.45,74.47,9.93,9.28,"13,36",13620
KALIMANTANTIMUR,PenajamPaserUtara,2023,73.3,70.1,74.09,8.85,8.19,"12,86",12517
KALIMANTANTIMUR,MahakamUlu,2023,69.59,70.5,74.52,8.95,8.45,"12,63",8696
KALIMANTANTIMUR,KotaBalikpapan,2023,81.66,73.13,76.78,11.38,10.71,"14,24",16195
KALIMANTANTIMUR,KotaSamarinda,2023,82.32,72.93,76.6,11.32,10.6,"15,39",15610
KALIMANTANTIMUR,KotaBontang,2023,81.56,72.92,76.59,11.14,10.92,"13,43",17659
KALIMANTANUTARA,KALIMANTANUTARA,2023,72.49,70.72,74.75,9.78,9.17,"13,2",9734
KALIMANTANUTARA,Malinau,2023,73.19,71.3,71.75,9.63,8.9,"13,34",10708
KALIMANTANUTARA,Bulungan,2023,72.72,71.72,73.74,9.78,8.83,"13,04",10205
KALIMANTANUTARA,TanaTidung,2023,69.2,70.77,71.7,9.63,8.51,"12,39",8386
KALIMANTANUTARA,Nunukan,2023,67.7,70.65,72.24,8.62,8.2,"12,68",7787
KALIMANTANUTARA,KotaTarakan,2023,77.53,73.51,74.63,10.65,10.29,"14,21",11992
SULAWESIUTARA,SULAWESIUTARA,2023,74.36,70.44,74.46,9.7,9.85,"12,96",11497
SULAWESIUTARA,BolaangMongondow,2023,69.62,68.15,72.09,8.29,8.44,"11,63",10915
SULAWESIUTARA,Minahasa,2023,76.96,69.87,73.86,10.05,10.15,"14,18",13027
SULAWESIUTARA,KepulauanSangihe,2023,72.22,68.85,72.8,8.43,8.81,"12,6",11946
SULAWESIUTARA,KepulauanTalaud,2023,71.14,68.98,72.93,10.06,9.85,"12,66",9146
SULAWESIUTARA,MinahasaSelatan,2023,73.66,68.79,72.73,9.4,9.47,"12,99",12090
SULAWESIUTARA,MinahasaUtara,2023,75.31,70.04,74.04,10.37,10.23,"13,07",11958
SULAWESIUTARA,BolaangMongondowUtara,2023,68.64,66.39,70.37,8.29,8.68,"12,38",9652
SULAWESIUTARA,SiauTagulandangBiaro,2023,69.57,69.65,73.63,9.22,9.4,"12,03",8742
SULAWESIUTARA,MinahasaTenggara,2023,71.93,68.94,72.88,8.9,9.28,"12,45",11034
SULAWESIUTARA,BolaangMongondowSelatan,2023,66.4,63.07,66.92,8.28,8.17,"12,33",9593
SULAWESIUTARA,BolaangMongondowTimur,2023,67.95,66.57,70.55,8.25,8.28,"11,9",9741
SULAWESIUTARA,KotaManado,2023,80.14,70.54,74.56,11.65,11.37,"14,19",14822
SULAWESIUTARA,KotaBitung,2023,75.11,69.73,73.72,9.98,9.91,"12,66",12954
SULAWESIUTARA,KotaTomohon,2023,78.1,70.87,74.9,10.73,11.2,"14,24",12488
SULAWESIUTARA,KotaKotamobagu,2023,74.43,69.41,73.37,10.35,10.22,"12,9",11452
SULAWESITENGAH,SULAWESITENGAH,2023,70.95,67.24,71.2,9.15,8.84,"13,33",10149
SULAWESITENGAH,BanggaiKepulauan,2023,66.82,64.95,68.88,09.01,8.42,"13,09",8066
SULAWESITENGAH,Banggai,2023,71.7,69.09,73.04,8.89,8.5,"13,34",10400
SULAWESITENGAH,Morowali,2023,73.02,67.44,71.4,9.74,9.25,"13,38",11708
SULAWESITENGAH,Poso,2023,72.48,69.39,73.36,9.6,9.53,"13,74",9622
SULAWESITENGAH,Donggala,2023,66.95,65.91,69.9,8.51,7.74,"12,61",8766
SULAWESITENGAH,ToliToli,2023,67.66,64.86,68.79,8.92,8.52,"13,04",8665
SULAWESITENGAH,Buol,2023,69.57,67.8,71.75,9.23,09.08,"13,17",8678
SULAWESITENGAH,ParigiMoutong,2023,67.11,62.75,66.58,8.29,7.95,"12,51",10471
SULAWESITENGAH,TojoUnaUna,2023,66.39,64.5,68.41,8.52,8.5,"12,37",8550
SULAWESITENGAH,Sigi,2023,69.93,68.43,72.36,8.98,09.08,"13,05",8891
SULAWESITENGAH,BanggaiLaut,2023,66.93,64.18,68.08,9.16,8.18,"13,03",8470
SULAWESITENGAH,MorowaliUtara,2023,69.73,68.04,71.99,9.26,8.8,"12,29",9623
SULAWESITENGAH,KotaPalu,2023,82.52,69.51,73.49,12.1,11.38,"16,51",15501
SULAWESISELATAN,SULAWESISELATAN,2023,73.46,69.28,73.24,8.96,8.59,"13,54",11841
SULAWESISELATAN,KepulauanSelayar,2023,69.2,67.11,71.07,8.71,8.13,"12,69",9830
SULAWESISELATAN,Bulukumba,2023,71.21,66.91,70.87,8.49,8.13,"13,43",11392
SULAWESISELATAN,Bantaeng,2023,70.57,69.17,73.13,7.5,07.03,"12,53",12304
SULAWESISELATAN,Jeneponto,2023,65.9,65.07,69.01,6.97,7,"12,12",9781
SULAWESISELATAN,Takalar,2023,68.9,65.96,69.95,7.97,7.45,"12,49",11239
SULAWESISELATAN,Gowa,2023,71.57,68.96,72.91,8.61,8.25,"13,7",10233
SULAWESISELATAN,Sinjai,2023,68.92,65.97,69.96,7.98,7.76,"13,26",10180
SULAWESISELATAN,Maros,2023,71.63,67.52,71.48,8.57,7.82,"13,5",11795
SULAWESISELATAN,PangkajenedanKepulauan,2023,70.59,65.43,69.39,8.73,08.07,"12,8",12241
SULAWESISELATAN,Barru,2023,72.36,67.62,71.57,8.69,8.46,"13,62",11712
SULAWESISELATAN,Bone,2023,67.81,65.91,69.9,7.8,7.39,13,9682
SULAWESISELATAN,Soppeng,2023,70.58,68.58,72.51,8.29,8.27,"13,21",10098
SULAWESISELATAN,Wajo,2023,71.1,66.16,70.15,7.47,7.13,"13,31",13192
SULAWESISELATAN,SidenrengRappang,2023,72.71,68.82,72.76,8.33,8.16,"13,02",12739
SULAWESISELATAN,Pinrang,2023,72.84,68.57,72.5,8.54,08.07,"13,27",12559
SULAWESISELATAN,Enrekang,2023,73.89,69.41,73.38,9.3,8.7,"13,87",11636
SULAWESISELATAN,Luwu,2023,72.16,69.07,73.02,8.86,8.61,"13,41",10691
SULAWESISELATAN,TanaToraja,2023,70.73,72.23,75.95,8.83,8.51,"13,88",8017
SULAWESISELATAN,LuwuUtara,2023,71.34,67.43,71.39,8.29,7.94,"12,59",12513
SULAWESISELATAN,LuwuTimur,2023,74.35,69.26,73.22,9.15,8.68,"13,01",13451
SULAWESISELATAN,TorajaUtara,2023,71.23,72.06,75.8,8.75,8.49,"13,42",8871
SULAWESISELATAN,KotaMakasar,2023,83.52,70.63,74.66,11.77,11.29,"15,61",17889
SULAWESISELATAN,KotaParepare,2023,79.03,69.83,73.82,11.03,10.5,"14,54",14495
SULAWESISELATAN,KotaPalopo,2023,79.45,69.46,73.43,11.25,11.01,"15,12",13892
SULAWESITENGGARA,SULAWESITENGGARA,2023,72.79,69.54,73.51,9.61,09.01,"13,7",10117
SULAWESITENGGARA,Buton,2023,68.12,66.39,70.69,9.38,7.82,"13,88",7995
SULAWESITENGGARA,Muna,2023,70.16,68.44,72.7,9.43,8.13,"14,02",8703
SULAWESITENGGARA,Konawe,2023,72.77,68.32,72.58,9.98,9.3,"13,04",10963
SULAWESITENGGARA,Kolaka,2023,74.72,69.33,73.56,9.58,9.21,"13,03",13055
SULAWESITENGGARA,KonaweSelatan,2023,70.32,68.91,73.16,8.87,8.14,"12,78",9753
SULAWESITENGGARA,Bombana,2023,67.43,67.19,71.47,8.46,8,"11,9",9132
SULAWESITENGGARA,Wakatobi,2023,71.43,68.61,72.86,09.07,8.13,"13,52",10240
SULAWESITENGGARA,KolakaUtara,2023,71.04,68.56,72.61,8.8,8.81,"12,17",11020
SULAWESITENGGARA,ButonUtara,2023,69.7,68.91,73.16,9.72,8.51,"13,17",8289
SULAWESITENGGARA,KonaweUtara,2023,71.71,67.53,71.81,10.03,9.17,"13,12",10113
SULAWESITENGGARA,KolakaTimur,2023,69.57,70.96,75.16,8.44,7.94,"12,7",8520
SULAWESITENGGARA,KonaweKepulauan,2023,67.32,66.34,70.64,9.89,8.95,"12,54",7564
SULAWESITENGGARA,MunaBarat,2023,67.13,68.34,72.6,8.39,7.33,"12,62",8076
SULAWESITENGGARA,ButonTengah,2023,65.83,65.7,70.02,7.73,06.09,"13,2",8003
SULAWESITENGGARA,ButonSelatan,2023,66.15,65.66,69.98,08.04,7.23,"13,26",7936
SULAWESITENGGARA,KotaKendari,2023,84.85,72.04,76.22,12.92,12.11,"16,91",15116
SULAWESITENGGARA,KotaBaubau,2023,77.52,69.41,73.65,11.32,10.85,"15,52",11207
GORONTALO,GORONTALO,2023,70.45,66.9,70.87,7.74,8.46,"13,16",11069
GORONTALO,Boalemo,2023,68.18,67.99,71.94,6.71,7.66,"12,48",9941
GORONTALO,Gorontalo,2023,69.09,66.15,70.14,7.28,08.09,"13,21",10336
GORONTALO,Pohuwato,2023,67.15,63.07,66.92,7.44,7.83,"12,46",11018
GORONTALO,BoneBolango,2023,71.51,67.31,71.27,7.9,8.82,"13,67",11114
GORONTALO,GorontaloUtara,2023,66.61,64.76,68.68,6.96,7.47,"12,49",10037
GORONTALO,KotaGorontalo,2023,78.64,71.17,75.43,10.35,10.6,"14,58",13351
SULAWESIBARAT,SULAWESIBARAT,2023,67.55,64.11,68,8.36,7.92,"12,88",9718
SULAWESIBARAT,Majene,2023,68.62,60.73,64.48,9.58,09.04,"13,71",10462
SULAWESIBARAT,PolewaliMandar,2023,65.59,61.35,65.13,08.05,7.4,"13,48",9096
SULAWESIBARAT,Mamasa,2023,67.83,69.52,73.49,8.36,08.09,"12,54",8108
SULAWESIBARAT,Mamuju,2023,69.61,66.73,70.7,8.72,7.88,"13,26",10075
SULAWESIBARAT,MamujuUtara/Pasangkayu,2023,69.11,65.4,69.36,8.37,8.12,"12,07",11649
SULAWESIBARAT,MamujuTengah,2023,67.45,67.44,71.4,7.97,7.59,"12,66",8821
MALUKU,MALUKU,2023,70.94,64.87,68.8,10.31,10.14,"14,08",9278
MALUKU,MalukuTenggaraBarat/KepulauanTanimbar,2023,64.16,62.13,65.94,9.92,9.91,"12,33",6722
MALUKU,MalukuTenggara,2023,67.57,63.89,67.76,10.17,9.75,"12,9",8174
MALUKU,MalukuTengah,2023,72.45,65.11,69.05,10.12,9.71,"14,37",10788
MALUKU,Buru,2023,70.56,65.1,69.04,9.24,8.73,"13,23",10879
MALUKU,KepulauanAru,2023,65.01,61.72,65.52,9.1,8.83,"12,36",8133
MALUKU,SeramBagianBarat,2023,67.56,60.78,64.54,9.34,9.37,"13,69",9324
MALUKU,SeramBagianTimur,2023,65.82,58.68,62.34,9.18,8.13,"12,91",10020
MALUKU,MalukuBaratDaya,2023,63.93,61.54,65.33,09.01,8.87,"12,7",7223
MALUKU,BuruSelatan,2023,66.23,65.04,68.98,8.5,7.97,"12,84",8108
MALUKU,KotaAmbon,2023,82.06,69.43,73.4,12.25,12.16,"16,07",14692
MALUKU,KotaTual,2023,69.43,64.74,68.66,11.1,10.43,"14,01",7825
MALUKUUTARA,MALUKUUTARA,2023,70.21,67.17,71.14,9.52,09.01,"13,74",8834
MALUKUUTARA,HalmaheraBarat,2023,66.91,64.99,68.93,09.09,8.41,"13,24",8046
MALUKUUTARA,HalmaheraTengah,2023,67.48,63.18,67.03,9.55,09.02,"13,23",8675
MALUKUUTARA,KepulauanSula,2023,65.29,62.09,65.89,9.39,8.89,"12,97",7718
MALUKUUTARA,HalmaheraSelatan,2023,65.83,64.59,68.5,8.54,7.82,"13,03",7883
MALUKUUTARA,HalmaheraUtara,2023,69.05,68.19,72.13,9.22,8.25,"13,68",8152
MALUKUUTARA,HalmaheraTimur,2023,68.82,67.97,71.92,09.09,8.42,"12,87",8650
MALUKUUTARA,PulauMorotai,2023,64.73,66.16,70.15,08.03,07.08,"12,99",7141
MALUKUUTARA,PulauTaliabu,2023,62.31,60.95,64.72,8.33,7.76,"12,87",6939
MALUKUUTARA,KotaTernate,2023,81.35,69.76,73.74,12.34,11.7,"15,78",14042
MALUKUUTARA,KotaTidoreKepulauan,2023,72.4,68.18,72.12,10.48,9.81,"14,48",9034
PAPUABARAT,PAPUABARAT,2023,66.66,64.88,68.81,10.46,7.88,"13,34",8404
PAPUABARAT,Fakfak,2023,69.72,67.08,71.05,10.81,8.69,"14,78",7851
PAPUABARAT,Kaimana,2023,66.72,63.74,67.61,10.24,7.97,"12,5",8749
PAPUABARAT,TelukWondama,2023,61.67,59.07,62.75,9.52,7.27,"11,9",8490
PAPUABARAT,TelukBintuni,2023,66,59.95,63.67,9.71,8.5,"12,44",10324
PAPUABARAT,Manokwari,2023,73.21,67.62,71.57,11.15,8.53,"13,78",12566
PAPUABARAT,SorongSelatan,2023,63.94,65.09,69.03,9.77,7.62,"13,28",6727
PAPUABARAT,Sorong,2023,67.49,64.98,68.91,9.33,8.28,"13,92",7984
PAPUABARAT,RajaAmpat,2023,65.26,63.53,67.39,9.38,7.99,"12,11",8483
PAPUABARAT,Tambrauw,2023,55.55,59.34,63.03,7.89,5.4,"12,36",5302
PAPUABARAT,Maybrat,2023,61.29,63.92,67.8,9.43,6.93,"13,49",5669
PAPUABARAT,ManokwariSelatan,2023,61.55,66.14,70.13,9.75,6.31,"12,56",5948
PAPUABARAT,PegununganArfak,2023,57.82,65.77,69.74,09.06,4.91,"11,79",5438
PAPUABARAT,KotaSorong,2023,79.65,69.97,73.96,11.58,11.47,"14,42",14133
PAPUA,PAPUA,2023,62.25,64.53,68.45,7.62,6.45,"11,15",7562
PAPUA,Merauke,2023,72.19,65.66,69.63,9.27,9,"14,47",10747
PAPUA,Jayawijaya,2023,60.5,58.71,62.38,7.15,5.32,"12,84",8159
PAPUA,Jayapura,2023,73.5,65.84,69.82,10.61,9.55,"14,58",10671
PAPUA,Nabire,2023,70.84,66.79,70.76,10.56,9.7,"12,64",9381
PAPUA,KepulauanYapen,2023,69.11,67.71,71.66,10.35,8.85,"12,81",8091
PAPUA,BiakNumfor,2023,73.46,66.81,70.78,10.82,9.8,"14,22",10229
PAPUA,Paniai,2023,57.91,65.3,69.25,05.08,3.46,"10,53",6977
PAPUA,PuncakJaya,2023,50.81,64.01,67.89,5.59,3.96,"7,51",5731
PAPUA,Mimika,2023,75.91,70.86,74.9,10.63,10.17,"12,96",12076
PAPUA,BovenDigoel,2023,63.46,59.17,62.86,9.61,8.68,"11,43",8396
PAPUA,Mappi,2023,60.57,64.01,67.89,7.74,6.15,"11,04",6821
PAPUA,Asmat,2023,53.19,57.44,61.03,6.6,4.83,"9,7",6057
PAPUA,Yahukimo,2023,51.19,64.51,68.42,5.84,3.2,"8,04",5351
PAPUA,PegununganBintang,2023,48.18,63.11,66.96,5.21,2.71,"6,78",5849
PAPUA,Tolikara,2023,51.48,64.42,68.33,4.85,2.34,"9,02",5397
PAPUA,Sarmi,2023,65.8,65.14,69.09,9.99,8.71,"12,33",7204
PAPUA,Keerom,2023,68.08,65.31,69.26,09.06,7.93,"12,46",9545
PAPUA,Waropen,2023,66.46,65,68.94,9.92,8.72,"12,84",7335
PAPUA,Supiori,2023,64.61,64.75,68.67,9.69,8.35,"13,19",6259
PAPUA,MamberamoRaya,2023,54.08,56.81,60.37,6.57,4.9,"11,83",5105
PAPUA,Nduga,2023,35.19,54.08,57.45,2.51,1.7,"4,33",4352
PAPUA,LannyJaya,2023,50.56,64.6,68.51,4.87,2.21,"9,27",4751
PAPUA,MamberamoTengah,2023,50.22,62.28,66.09,5.27,2.67,"9,62",4855
PAPUA,Yalimo,2023,50.87,64.05,67.94,5.13,3.34,"9,66",5015
PAPUA,Puncak,2023,44.59,64.57,68.4,2.77,1.37,"5,59",5975
PAPUA,Dogiyai,2023,56.7,64.48,68.39,5.45,4.13,"10,62",6182
PAPUA,IntanJaya,2023,50.19,64.22,68.11,4.76,02.06,"7,69",6140
PAPUA,Deiyai,2023,51.18,64.04,67.92,4.4,1.83,"9,85",5104
PAPUA,KotaJayapura,2023,81.14,69.14,73.1,12.17,11.67,"15,26",15272
INDONESIA,INDONESIA,2023,73.55,70.17,74.18,09.07,8.48,"13,15",11899
ACEH,ACEH,2022,72.8,68.26,72.16,9.66,9.24,"14,37",9963
ACEH,Simeulue,2022,67.27,63.52,67.36,10.14,9.25,"14,08",7371
ACEH,AcehSingkil,2022,69.62,65.56,69.54,09.02,8.21,"14,34",8994
ACEH,AcehSelatan,2022,67.87,62.68,66.51,9.21,8.43,"14,69",8353
ACEH,AcehTenggara,2022,70.32,66.39,70.42,10.24,9.55,"14,26",8222
ACEH,AcehTimur,2022,68.72,66.92,70.86,8.58,8.13,"13,06",9127
ACEH,AcehTengah,2022,73.95,66.95,70.98,10.04,9.7,"14,61",10957
ACEH,AcehBarat,2022,72.34,66.13,70.14,10.15,9.58,"14,63",9775
ACEH,AcehBesar,2022,74,67.96,71.9,10.55,10.31,"14,75",9894
ACEH,Pidie,2022,71.2,65.12,69.06,9.42,8.7,"14,49",10211
ACEH,Bireuen,2022,73.16,69.45,73.37,9.38,9.29,"14,86",9438
ACEH,AcehUtara,2022,70.22,66.94,70.94,09.02,8.4,"14,73",8620
ACEH,AcehBaratDaya,2022,67.41,63.31,67.18,8.94,8.54,"13,66",8651
ACEH,GayoLues,2022,68.25,63.76,67.65,9.22,7.71,"14,08",9094
ACEH,AcehTamiang,2022,70.43,67.78,71.79,9.28,8.84,"13,96",8759
ACEH,NaganRaya,2022,70.1,67.43,71.39,9.13,8.72,"14,16",8581
ACEH,AcehJaya,2022,70.36,65.37,69.31,8.92,8.61,"14,01",10041
ACEH,BenerMeriah,2022,73.9,67.49,71.39,10.07,9.89,"13,71",11421
ACEH,PidieJaya,2022,74.34,68.43,72.31,9.79,9.31,"14,98",10701
ACEH,KotaBandaAceh,2022,86.28,69.81,73.65,13.13,12.86,"17,81",17228
ACEH,KotaSabang,2022,76.85,68.75,72.71,11.31,11.04,"14,4",11780
ACEH,KotaLangsa,2022,77.82,67.59,71.56,11.39,10.98,"15,64",12353
ACEH,KotaLhokseumawe,2022,78.04,69.93,73.76,11.45,11.03,"15,27",11701
ACEH,KotaSubulussalam,2022,66.2,62.35,66.16,8.87,7.83,"14,81",7689
SUMATERAUTARA,SUMATERAUTARA,2022,72.71,67.66,71.6,9.94,9.5,"13,31",10848
SUMATERAUTARA,Nias,2022,63.69,68.01,72,7.18,4.88,"13,04",7196
SUMATERAUTARA,MandailingNatal,2022,68.05,61.07,64.88,8.9,8.63,"13,85",10061
SUMATERAUTARA,TapanuliSelatan,2022,70.92,63.3,67.13,9.62,09.06,"13,37",11727
SUMATERAUTARA,TapanuliTengah,2022,70.31,65.44,69.52,9.17,8.68,"13,24",10495
SUMATERAUTARA,TapanuliUtara,2022,74.14,67.01,71.11,10.33,9.84,"13,72",11892
