provinsi,kabupaten,tahun,indeks_pembangunan_manusia,angka_harapan_hidup_laki,angka_harapan_hidup_perempuan,rerata_lama_sekolah_laki,rerata_lama_sekolah_perempuan,harapan_lama_sekolah,pengeluaran_per_kapita
JAWATIMUR,Sidoarjo,2012,75.14,70.72,74.67,10.38,09.05,"12,54",12457
JAWATIMUR,Mojokerto,2012,69.17,69.05,72.94,7.88,6.74,"11,81",10915
JAWATIMUR,Jombang,2012,67.82,68.62,72.49,8,6.77,"11,92",9493
JAWATIMUR,Nganjuk,2012,68.07,68.11,71.96,7.56,6.11,"11,77",10656
JAWATIMUR,Madiun,2012,67.32,66.96,70.78,7.32,6.21,"12,06",10429
JAWATIMUR,Magetan,2012,69.56,69.12,73.01,7.81,6.68,"12,54",10375
JAWATIMUR,Ngawi,2012,66.72,68.52,72.4,6.78,5.53,"11,96",9905
JAWATIMUR,Bojonegoro,2012,64.2,67.34,71.17,6.43,5.2,"11,74",8809
JAWATIMUR,Tuban,2012,63.36,67.5,71.34,6.51,5.17,"11,02",8706
JAWATIMUR,Lamongan,2012,67.51,68.68,72.56,7.61,6.15,"12,34",9386
JAWATIMUR,Gresik,2012,72.12,69.5,73.41,8.93,7.73,"12,63",11360
JAWATIMUR,Bangkalan,2012,59.65,66.92,70.74,5.58,4.32,"10,67",7316
JAWATIMUR,Sampang,2012,55.78,64.84,68.58,04.02,2.49,"9,86",7692
JAWATIMUR,Pamekasan,2012,61.21,63.9,67.61,6.47,4.49,"12,7",7260
JAWATIMUR,Sumenep,2012,60.08,67.26,71.08,5.57,3.5,"12,01",6834
JAWATIMUR,KotaKediri,2012,73.66,70.78,74.73,10.13,8.86,"13,09",10432
JAWATIMUR,KotaBlitar,2012,73.53,69.97,73.89,9.64,9.34,"12,29",11534
JAWATIMUR,KotaMalang,2012,78.04,69.57,73.47,10.17,9.21,"14,01",15287
JAWATIMUR,KotaProbolinggo,2012,68.93,66.83,70.64,8.88,7.51,"12,42",9864
JAWATIMUR,KotaPasuruan,2012,72.01,67.83,71.68,9.74,7.96,"12,87",11184
JAWATIMUR,KotaMojokerto,2012,74.2,69.65,73.56,10.3,9.35,"12,98",11191
JAWATIMUR,KotaMadiun,2012,77.21,69.64,73.55,11.14,9.42,"12,56",14317
JAWATIMUR,KotaSurabaya,2012,78.05,71.1,75.06,10.46,09.02,"13,05",15104
JAWATIMUR,KotaBatu,2012,70.62,69.35,73.25,8.17,7.33,"12,67",10667
BANTEN,BANTEN,2012,68.92,66.97,70.84,8.7,7.5,"11,79",11008
BANTEN,Pandeglang,2012,60.48,60.79,64.43,7.1,5.75,"12,17",7426
BANTEN,Lebak,2012,60.22,63.81,67.56,6.23,5.13,"10,96",7859
BANTEN,Tangerang,2012,68.83,66.93,70.79,8.46,7.24,"11,18",11640
BANTEN,Serang,2012,62.97,61.03,64.68,7.41,5.73,"11,72",9777
BANTEN,KotaTangerang,2012,74.57,69.06,73,10.53,9.1,"12,23",13515
BANTEN,KotaCilegon,2012,70.07,63.89,67.64,9.9,8.17,"12,18",11852
BANTEN,KotaSerang,2012,69.43,65.27,69.08,9.12,7.81,"11,82",11880
BANTEN,KotaTangerangSelatan,2012,77.68,70.04,74.02,11.17,10.43,"12,79",14131
BALI,BALI,2012,71.62,69.06,72.91,8.99,7.12,"12,26",12530
BALI,Jembrana,2012,67.94,69.11,72.95,8.41,6.35,"11,21",10676
BALI,Tabanan,2012,71.69,70.35,74.23,8.79,6.78,"11,6",13266
BALI,Badung,2012,77.26,72.02,75.96,9.84,8.25,"12,85",15795
BALI,Gianyar,2012,73.36,70.57,74.46,8.94,6.86,"12,88",13031
BALI,Klungkung,2012,67.64,67.72,71.5,7.72,5.97,"12,3",10358
BALI,Bangli,2012,64.53,67.24,71.01,6.79,5.24,"10,75",10341
BALI,Karangasem,2012,62.95,67.02,70.78,6.26,4.24,"11,44",9128
BALI,Buleleng,2012,68.29,68.45,72.26,7.61,5.46,"11,75",11946
BALI,KotaDenpasar,2012,80.45,71.4,75.36,11.37,10.23,"12,79",18227
NUSATENGGARABARAT,NUSATENGGARABARAT,2012,62.98,62.56,66.4,7.15,5.61,"12,21",8853
NUSATENGGARABARAT,LombokBarat,2012,62.24,62.14,65.83,5.98,4.38,"11,9",10250
NUSATENGGARABARAT,LombokTengah,2012,60.57,62.09,65.83,5.9,4.4,"11,82",8567
NUSATENGGARABARAT,LombokTimur,2012,60.73,61.7,65.32,6.6,5.3,"12,47",7652
NUSATENGGARABARAT,Sumbawa,2012,61.96,63.31,67.12,7.65,6.55,"11,76",7299
NUSATENGGARABARAT,Dompu,2012,62.6,62.67,66.44,7.9,6.79,"12,64",7169
NUSATENGGARABARAT,Bima,2012,61.05,62.19,65.95,7.45,6.45,"11,81",7171
NUSATENGGARABARAT,SumbawaBarat,2012,66.45,63.46,67.22,7.96,6.48,"13,18",9815
NUSATENGGARABARAT,LombokUtara,2012,58.19,62.78,66.54,5.45,3.88,"11,46",7304
NUSATENGGARABARAT,KotaMataram,2012,74.22,67.71,71.63,9.89,7.59,"14,77",12380
NUSATENGGARABARAT,KotaBima,2012,71.21,66.6,70.47,9.9,8.93,"14,65",9142
NUSATENGGARATIMUR,NUSATENGGARATIMUR,2012,60.81,63.77,67.6,6.95,6.32,"11,73",6785
NUSATENGGARATIMUR,SumbaBarat,2012,59.98,64.07,67.83,6.7,5.88,"11,74",6478
NUSATENGGARATIMUR,SumbaTimur,2012,60.89,61.5,65.17,6.13,5.7,"11,56",8510
NUSATENGGARATIMUR,Kupang,2012,60.34,60.8,64.44,6.86,6.26,"12,83",6675
NUSATENGGARATIMUR,TimorTengahSelatan,2012,57.94,63.45,67.19,6.29,5.11,"11,79",5846
NUSATENGGARATIMUR,TimorTengahUtara,2012,59.04,63.94,67.7,6.43,5.87,"12,93",5468
NUSATENGGARATIMUR,Belu,2012,57.58,60.3,63.93,6.6,5.85,"10,73",6770
NUSATENGGARATIMUR,Alor,2012,56.47,57.9,61.34,7.64,6.92,"10,79",6168
NUSATENGGARATIMUR,Lembata,2012,59.51,63.28,67.01,7.59,6.13,"10,89",6602
NUSATENGGARATIMUR,FloresTimur,2012,58.93,61.98,65.67,7.22,06.04,"10,72",6888
NUSATENGGARATIMUR,Sikka,2012,60.12,63.71,67.46,6.73,6,"10,81",7314
NUSATENGGARATIMUR,Ende,2012,63.93,62.28,65.98,7.48,6.48,"13,05",8322
NUSATENGGARATIMUR,Ngada,2012,63.57,65.31,69.12,7.71,6.82,"11,62",7770
NUSATENGGARATIMUR,Manggarai,2012,58.92,62.77,66.49,07.09,6.14,"10,87",6511
NUSATENGGARATIMUR,RoteNdao,2012,56.56,60.42,64.05,6.11,5.69,"11,92",5612
NUSATENGGARATIMUR,ManggaraiBarat,2012,58.13,63.86,67.61,6.98,5.98,"9,73",6694
NUSATENGGARATIMUR,SumbaTengah,2012,56.66,65.57,69.38,5.25,4.74,"11,05",5617
NUSATENGGARATIMUR,SumbaBaratDaya,2012,58.22,65.03,68.83,6.13,5.43,"11,68",5667
NUSATENGGARATIMUR,Nagekeo,2012,61.6,64.09,67.85,6.92,6.48,"11,09",7645
NUSATENGGARATIMUR,ManggaraiTimur,2012,55.28,65.28,69.09,6.64,5.42,"9,86",5008
NUSATENGGARATIMUR,SabuRaijua,2012,50.3,55.74,59.2,5.1,4.71,"11,31",4564
NUSATENGGARATIMUR,Malaka,2012,,,65.82,,,,
NUSATENGGARATIMUR,KotaKupang,2012,76.38,66.02,69.85,11.57,10.69,"14,99",12470
KALIMANTANBARAT,KALIMANTANBARAT,2012,63.41,67.56,71.47,7.25,5.97,"11,11",8002
KALIMANTANBARAT,Sambas,2012,61.53,65.68,69.38,6.26,4.86,"10,99",8673
KALIMANTANBARAT,Bengkayang,2012,63.42,70.88,74.8,6.28,5.39,"10,84",7956
KALIMANTANBARAT,Landak,2012,62.38,69.96,73.85,7.64,6.38,"11,46",6201
KALIMANTANBARAT,Mempawah,2012,60.75,68.27,72.1,6.65,5.26,"10,45",6863
KALIMANTANBARAT,Sanggau,2012,61.39,68.28,72.11,6.77,5.52,"10,2",7326
KALIMANTANBARAT,Ketapang,2012,62.04,68.53,72.37,6.72,5.39,"10,02",8133
KALIMANTANBARAT,Sintang,2012,61.66,68.96,72.82,6.61,5.42,"9,99",7771
KALIMANTANBARAT,KapuasHulu,2012,61.85,69.92,73.81,6.9,5.44,"11,43",6283
KALIMANTANBARAT,Sekadau,2012,60.14,68.77,72.62,07.02,5.5,"10,31",6557
KALIMANTANBARAT,Melawi,2012,61.58,70.37,74.27,6.29,05.03,"10,16",7535
KALIMANTANBARAT,KayongUtara,2012,57.53,65.1,68.84,5.59,4.2,"10,57",6479
KALIMANTANBARAT,KubuRaya,2012,63.42,67.68,71.49,6.67,5.58,"11,98",7821
KALIMANTANBARAT,KotaPontianak,2012,75.55,69.99,73.88,9.63,8.61,"13,53",13496
KALIMANTANBARAT,KotaSingkawang,2012,68.54,68.84,72.69,7.52,6.63,"11,89",10878
KALIMANTANTENGAH,KALIMANTANTENGAH,2012,66.66,67.35,71.16,8.11,7.24,"11,22",9557
KALIMANTANTENGAH,KotawaringinBarat,2012,68.63,67.64,71.45,8.1,6.82,"11,29",11807
KALIMANTANTENGAH,KotawaringinTimur,2012,66.61,67.29,71.08,7.93,6.66,"10,89",10170
KALIMANTANTENGAH,Kapuas,2012,64.38,66.2,69.95,7.32,6.33,"10,76",9479
KALIMANTANTENGAH,BaritoSelatan,2012,65.76,64.03,67.7,8.29,7.71,"10,96",10101
KALIMANTANTENGAH,BaritoUtara,2012,64.72,68.75,72.6,8.17,7.28,11,7564
KALIMANTANTENGAH,Sukamara,2012,63.52,69.04,72.89,7.68,6.28,"10,69",7522
KALIMANTANTENGAH,Lamandau,2012,66.49,66.96,70.74,7.75,7.1,"11,34",9837
KALIMANTANTENGAH,Seruyan,2012,62.39,66.47,70.24,7.32,6.31,"10,57",7873
KALIMANTANTENGAH,Katingan,2012,64.87,62.95,66.59,8.39,7.88,"11,14",9357
KALIMANTANTENGAH,PulangPisau,2012,64.28,65.36,69.08,7.55,07.03,"11,44",8479
KALIMANTANTENGAH,GunungMas,2012,67.3,67.47,71.26,8.72,8.16,"10,62",9544
KALIMANTANTENGAH,BaritoTimur,2012,67.97,65.32,69.04,9.16,8.33,"11,27",10436
KALIMANTANTENGAH,MurungRaya,2012,64.85,66.99,70.77,7.72,6.51,"10,73",9223
KALIMANTANTENGAH,KotaPalangkaRaya,2012,77.4,70.75,74.67,10.85,9.9,"14,31",12311
KALIMANTANSELATAN,KALIMANTANSELATAN,2012,66.68,65.23,69.09,08.02,6.95,"11,54",10553
KALIMANTANSELATAN,TanahLaut,2012,65.16,66.16,69.97,7.58,6.29,"10,36",10426
KALIMANTANSELATAN,Kotabaru,2012,64.87,66.11,69.92,07.08,5.9,"10,84",10355
KALIMANTANSELATAN,Banjar,2012,65.04,63.26,66.97,7.11,6.4,"10,57",11921
KALIMANTANSELATAN,BaritoKuala,2012,61.62,62.39,66.07,6.87,5.61,"11,22",8758
KALIMANTANSELATAN,Tapin,2012,65.92,66.93,70.77,7.49,6.17,"10,74",10752
KALIMANTANSELATAN,HuluSungaiSelatan,2012,64.03,61.49,65.13,7.18,6.86,"11,04",10867
KALIMANTANSELATAN,HuluSungaiTengah,2012,64.34,62.18,65.85,7.38,6.61,"11,23",10802
KALIMANTANSELATAN,HuluSungaiUtara,2012,60.12,59.97,63.51,07.07,5.86,"11,52",7986
KALIMANTANSELATAN,Tabalong,2012,67.36,67.33,71.18,8.25,6.89,"11,8",9781
KALIMANTANSELATAN,TanahBumbu,2012,66.13,66.79,70.62,7.6,6.4,"10,84",10619
KALIMANTANSELATAN,Balangan,2012,63.69,64.61,68.37,6.79,5.76,"10,63",10571
KALIMANTANSELATAN,KotaBanjarmasin,2012,73.45,67.94,71.8,10.31,8.28,"13,18",12336
KALIMANTANSELATAN,KotaBanjarBaru,2012,76.67,69.03,72.96,10.95,10,"14,55",12180
KALIMANTANTIMUR,KALIMANTANTIMUR,2012,72.62,71.46,75.27,9.5,8.31,"12,46",10944
KALIMANTANTIMUR,Paser,2012,68.18,69.86,73.73,08.07,7.22,"11,88",9150
KALIMANTANTIMUR,KutaiBarat,2012,67.14,69.9,73.78,08.09,6.97,"11,57",8801
KALIMANTANTIMUR,KutaiKartanegara,2012,69.12,69.48,73.34,8.86,7.48,"12,11",9281
KALIMANTANTIMUR,KutaiTimur,2012,68.71,70.23,74.12,8.71,7.99,"11,59",9049
KALIMANTANTIMUR,Berau,2012,70.77,69.12,72.97,8.95,7.57,"12,06",11188
KALIMANTANTIMUR,PenajamPaserUtara,2012,67.17,68.43,72.25,7.7,6.4,"11,39",10199
KALIMANTANTIMUR,MahakamUlu,2012,,,,,,,
KALIMANTANTIMUR,KotaBalikpapan,2012,76.56,71.89,75.84,10.83,9.73,"12,47",13127
KALIMANTANTIMUR,KotaSamarinda,2012,77.34,71.54,75.47,10.58,9.41,"13,64",13292
KALIMANTANTIMUR,KotaBontang,2012,77.55,71.64,75.57,10.95,9.76,"12,12",15318
KALIMANTANUTARA,KALIMANTANUTARA,2012,,,,,7.62,,
KALIMANTANUTARA,Malinau,2012,68.88,70.4,70.87,8.39,07.03,"13,12",9135
KALIMANTANUTARA,Bulungan,2012,68.16,70.68,72.74,8.21,7.49,"12,44",8534
KALIMANTANUTARA,TanaTidung,2012,62.91,69.75,70.56,8.34,6.61,"11,3",6391
KALIMANTANUTARA,Nunukan,2012,61.18,69.5,71.3,7.4,6.55,"11,58",5716
KALIMANTANUTARA,KotaTarakan,2012,72.53,72.67,73.42,9.51,8.76,"12,57",10354
SULAWESIUTARA,SULAWESIUTARA,2012,69.04,68.8,72.7,8.78,8.63,"11,77",9430
SULAWESIUTARA,BolaangMongondow,2012,63.78,66.03,69.84,7.1,6.69,"10,59",8928
SULAWESIUTARA,Minahasa,2012,71.43,68.17,72.06,8.94,9.26,"12,34",11067
SULAWESIUTARA,KepulauanSangihe,2012,65.87,66.96,70.8,6.92,7.43,"10,79",10163
SULAWESIUTARA,KepulauanTalaud,2012,65.51,67.09,70.94,8.87,8.43,"11,46",7641
SULAWESIUTARA,MinahasaSelatan,2012,67.26,66.91,70.75,8.81,7.83,"10,83",10183
SULAWESIUTARA,MinahasaUtara,2012,70,68.7,72.61,9.16,8.83,"11,65",10129
SULAWESIUTARA,BolaangMongondowUtara,2012,62.88,64.64,68.4,6.46,7.24,"11,25",7896
SULAWESIUTARA,SiauTagulandangBiaro,2012,63.35,67.16,71.01,7.92,08.05,"10,59",7166
SULAWESIUTARA,MinahasaTenggara,2012,67.1,67.38,71.24,8.28,08.04,"11,21",9362
SULAWESIUTARA,BolaangMongondowSelatan,2012,61.48,61.99,65.65,7.15,6.76,"11,21",8009
SULAWESIUTARA,BolaangMongondowTimur,2012,61.93,65.09,68.87,7.21,6.8,"10,49",7787
SULAWESIUTARA,KotaManado,2012,76.15,69.2,73.13,11,10.55,"13,22",12631
SULAWESIUTARA,KotaBitung,2012,69.89,68.24,72.14,9.13,8.92,"10,83",11120
SULAWESIUTARA,KotaTomohon,2012,72.5,68.42,72.31,9.66,9.92,"13,3",10110
SULAWESIUTARA,KotaKotamobagu,2012,69.31,67.65,71.52,9.45,8.66,"11,96",9261
SULAWESITENGAH,SULAWESITENGAH,2012,65,64.8,68.7,08.03,7.42,"12,09",8286
SULAWESITENGAH,BanggaiKepulauan,2012,61.09,62.21,65.88,7.72,6.83,"12,03",6745
SULAWESITENGAH,Banggai,2012,65.44,67.72,71.59,7.89,6.96,"11,38",8447
SULAWESITENGAH,Morowali,2012,66.48,66.08,69.89,8.19,7.16,"11,3",9707
SULAWESITENGAH,Poso,2012,66.2,67.97,71.85,8.49,8.24,"12,21",7430
SULAWESITENGAH,Donggala,2012,61.33,63.78,67.51,8.21,6.17,"11,1",6811
SULAWESITENGAH,ToliToli,2012,60.05,61.81,65.46,7.63,07.08,"11,41",6565
SULAWESITENGAH,Buol,2012,63.98,64.67,68.43,08.09,7.83,"12,53",7067
SULAWESITENGAH,ParigiMoutong,2012,61.13,61.28,64.92,7,6.22,"11,13",8421
SULAWESITENGAH,TojoUnaUna,2012,59.55,61.9,65.56,07.09,6.84,"11,01",6709
SULAWESITENGAH,Sigi,2012,62.88,66.65,70.48,8.2,7.43,"11,11",6773
SULAWESITENGAH,BanggaiLaut,2012,,,,,,,
SULAWESITENGAH,MorowaliUtara,2012,,,,,,,
SULAWESITENGAH,KotaPalu,2012,78.36,67.93,71.81,11.12,10.53,"14,77",14090
SULAWESISELATAN,SULAWESISELATAN,2012,67.26,67.4,71.31,7.8,6.99,"12,16",9560
SULAWESISELATAN,KepulauanSelayar,2012,62.87,65.52,69.31,07.09,6.49,"11,78",7506
SULAWESISELATAN,Bulukumba,2012,63.82,64.38,68.14,6.98,6.36,"11,56",9136
SULAWESISELATAN,Bantaeng,2012,63.99,67.64,71.42,6.19,5.59,"10,7",10117
SULAWESISELATAN,Jeneponto,2012,59.62,63.35,67.07,5.79,05.02,"10,54",8305
SULAWESISELATAN,Takalar,2012,61.66,63.92,67.65,6.81,5.76,"10,17",9165
SULAWESISELATAN,Gowa,2012,64.65,67.77,71.65,6.83,6.25,"11,76",8420
SULAWESISELATAN,Sinjai,2012,62.74,64.33,68.08,6.76,6.4,"11,74",8092
SULAWESISELATAN,Maros,2012,65.5,66.5,70.33,7.64,6.45,"11,57",9155
SULAWESISELATAN,PangkajenedanKepulauan,2012,64.3,63.39,67.11,7.21,6.4,"11,4",10058
SULAWESISELATAN,Barru,2012,66.07,65.65,69.45,7.28,6.81,"12,14",9501
SULAWESISELATAN,Bone,2012,60.77,63.75,67.48,6.27,5.54,"11,43",7722
SULAWESISELATAN,Soppeng,2012,64.05,66.29,70.11,6.84,6.78,"11,39",8489
SULAWESISELATAN,Wajo,2012,64.88,63.83,67.57,6.98,5.83,"11,81",10618
SULAWESISELATAN,SidenrengRappang,2012,66.19,66.06,69.87,6.98,6.64,"11,65",10398
SULAWESISELATAN,Pinrang,2012,67.64,65.99,69.8,7.88,6.52,"12,27",10514
SULAWESISELATAN,Enrekang,2012,67.74,68.17,72.07,8.15,7.26,"12,25",9179
SULAWESISELATAN,Luwu,2012,65.43,67.12,70.98,7.4,07.04,"11,67",8636
SULAWESISELATAN,TanaToraja,2012,63.96,70.04,74,8.4,7.12,"12,02",6124
SULAWESISELATAN,LuwuUtara,2012,65.99,65,68.78,7.19,6.46,"11,84",10471
SULAWESISELATAN,LuwuTimur,2012,69.34,67.39,71.25,8.41,7.29,"11,75",11828
SULAWESISELATAN,TorajaUtara,2012,64.89,70.43,74.4,7.81,6.65,"12,21",6803
SULAWESISELATAN,KotaMakasar,2012,78.47,69.35,73.28,10.91,9.96,"14,22",14907
SULAWESISELATAN,KotaParepare,2012,74.67,68.36,72.26,10.23,9.2,"13,58",12419
SULAWESISELATAN,KotaPalopo,2012,74.54,68.05,71.93,10.37,9.17,"14,16",11493
SULAWESITENGGARA,SULAWESITENGGARA,2012,67.07,68.14,72.08,8.42,7.22,"12,45",8396
SULAWESITENGGARA,Buton,2012,61.38,65.1,68.85,7.45,5.61,"12,44",6498
SULAWESITENGGARA,Muna,2012,63.76,67.78,71.63,8.3,06.07,"12,22",7072
SULAWESITENGGARA,Konawe,2012,67.51,67.37,71.2,09.02,7.68,"11,97",8917
SULAWESITENGGARA,Kolaka,2012,68.86,67.71,71.55,8.12,7.34,"11,64",11160
SULAWESITENGGARA,KonaweSelatan,2012,64.05,67.73,71.58,7.55,6.55,"11,41",7703
SULAWESITENGGARA,Bombana,2012,61.82,65.48,69.24,7.16,6.45,"11,62",6781
SULAWESITENGGARA,Wakatobi,2012,65.24,67.42,71.26,7.66,6.6,"12,47",7850
SULAWESITENGGARA,KolakaUtara,2012,64.49,67.1,70.93,7.59,7.16,"10,49",8935
SULAWESITENGGARA,ButonUtara,2012,62.69,68.37,72.24,7.61,6.6,"11,45",6583
SULAWESITENGGARA,KonaweUtara,2012,64.87,66.52,70.32,8.1,6.84,"11,27",7866
SULAWESITENGGARA,KolakaTimur,2012,,,,,,,
SULAWESITENGGARA,KonaweKepulauan,2012,,,,,,,
SULAWESITENGGARA,MunaBarat,2012,,,,,,,
SULAWESITENGGARA,ButonTengah,2012,,,,,,,
SULAWESITENGGARA,ButonSelatan,2012,,,,,,,
SULAWESITENGGARA,KotaKendari,2012,79.97,70.83,74.79,11.59,10.21,"15,74",12788
SULAWESITENGGARA,KotaBaubau,2012,71.65,68.37,72.24,9.81,8.57,"14,29",9180
GORONTALO,GORONTALO,2012,64.16,64.84,68.77,6.66,7.15,"11,78",8673
GORONTALO,Boalemo,2012,61.11,65.02,68.76,5.42,6.21,"11,32",7516
GORONTALO,Gorontalo,2012,61.87,64.59,68.31,5.83,6.65,"11,42",7914
GORONTALO,Pohuwato,2012,60.48,60.03,63.59,6.21,6.52,"11,31",8644
GORONTALO,BoneBolango,2012,65.13,65.48,69.23,6.6,7.8,"12,18",8332
GORONTALO,GorontaloUtara,2012,60.71,62.85,66.5,5.79,6.37,"11,37",7847
GORONTALO,KotaGorontalo,2012,74.06,69.56,73.46,9.93,10.07,"13,28",10943
SULAWESIBARAT,SULAWESIBARAT,2012,61.01,61.18,65,7.21,6.32,"11,28",8091
SULAWESIBARAT,Majene,2012,63.06,58.23,61.73,8.14,07.09,"12,69",9101
SULAWESIBARAT,PolewaliMandar,2012,58.62,59.27,62.81,6.89,5.7,"11,42",7024
SULAWESIBARAT,Mamasa,2012,61.95,68.22,72.07,7.19,6.5,"11,02",6639
SULAWESIBARAT,Mamuju,2012,63.24,64.2,67.9,7.48,6.32,"11,86",8318
SULAWESIBARAT,MamujuUtara/Pasangkayu,2012,63,62.56,66.21,7.32,6.57,"10,85",9498
SULAWESIBARAT,MamujuTengah,2012,,,,,,,
MALUKU,MALUKU,2012,65.43,62.9,66.74,09.03,8.47,"12,96",7727
MALUKU,MalukuTenggaraBarat/KepulauanTanimbar,2012,58.56,60.32,63.96,8.76,8.4,"11,49",5372
MALUKU,MalukuTenggara,2012,61.75,61.69,65.37,8.78,08.07,"11,92",6569
MALUKU,MalukuTengah,2012,67.3,63.31,67.06,8.49,8.26,"13,07",9391
MALUKU,Buru,2012,63.5,63.01,66.75,7.99,6.26,"11,68",9143
MALUKU,KepulauanAru,2012,59.17,59.35,62.94,08.06,7.6,"10,86",6670
MALUKU,SeramBagianBarat,2012,61.47,57.71,61.24,8.42,7.33,"12,27",7621
MALUKU,SeramBagianTimur,2012,58.47,55.47,58.92,7.3,06.03,"11,43",8299
MALUKU,MalukuBaratDaya,2012,56.74,58.31,61.87,7.85,6.96,"10,82",5964
MALUKU,BuruSelatan,2012,58.91,63.03,66.77,6.59,5.41,"11,21",6681
MALUKU,KotaAmbon,2012,77.49,66.97,70.86,11.46,10.99,"15,11",12862
MALUKU,KotaTual,2012,63.56,61.26,64.93,9.83,9.22,"13,29",6420
MALUKUUTARA,MALUKUUTARA,2012,63.93,65.12,69.08,8.57,7.5,"12,19",7059
MALUKUUTARA,HalmaheraBarat,2012,60.71,62.96,66.68,7.94,6.76,"11,91",6356
MALUKUUTARA,HalmaheraTengah,2012,59.94,59.87,63.48,7.54,07.03,"11,98",6790
MALUKUUTARA,KepulauanSula,2012,58.83,60.09,63.7,7.88,6.95,"11,34",6318
MALUKUUTARA,HalmaheraSelatan,2012,59.5,62.74,66.45,7.59,6.45,"11,15",6433
MALUKUUTARA,HalmaheraUtara,2012,62.94,66.4,70.25,8.54,7.26,"11,84",6401
MALUKUUTARA,HalmaheraTimur,2012,61.73,64.84,68.63,7.46,6.3,"11,23",7139
MALUKUUTARA,PulauMorotai,2012,57.16,63.47,67.21,7.37,5.99,"10,63",5452
MALUKUUTARA,PulauTaliabu,2012,,,,,,,
MALUKUUTARA,KotaTernate,2012,75.81,67.64,71.53,11.18,9.99,"14,31",12139
MALUKUUTARA,KotaTidoreKepulauan,2012,65.42,66.04,69.87,8.99,8.27,"12,73",7111
PAPUABARAT,PAPUABARAT,2012,60.3,63,66.86,9.45,6.39,"11,45",6732
PAPUABARAT,Fakfak,2012,62.56,65.42,69.17,9.66,6.97,"13,08",5793
PAPUABARAT,Kaimana,2012,58.99,61.03,64.64,8.21,5.87,"10,56",6850
PAPUABARAT,TelukWondama,2012,54.69,56.05,59.47,08.06,6.21,"9,61",6884
PAPUABARAT,TelukBintuni,2012,58.84,56.18,59.61,8.17,6.86,"10,87",8537
PAPUABARAT,Manokwari,2012,67.86,65.29,69.03,10.41,7.15,"12,57",10584
PAPUABARAT,SorongSelatan,2012,56.87,63.07,66.75,08.04,6.46,"11,14",5267
PAPUABARAT,Sorong,2012,59.18,63.01,66.68,8.12,6.62,"12,24",5706
PAPUABARAT,RajaAmpat,2012,59.06,61.94,65.58,7.84,06.09,"11,07",6729
PAPUABARAT,Tambrauw,2012,47.18,56.62,60.06,5.52,3.56,"10,02",4020
PAPUABARAT,Maybrat,2012,54.13,62.57,66.11,08.08,5.43,"11,74",4309
PAPUABARAT,ManokwariSelatan,2012,,64.33,,,0,,
PAPUABARAT,PegununganArfak,2012,,64.22,,,0,,
PAPUABARAT,KotaSorong,2012,73.89,65.9,69.68,10.98,10.2,"13,55",11786
PAPUA,PAPUA,2012,55.55,62.81,66.48,6.47,4.74,"9,11",6349
PAPUA,Merauke,2012,66.28,64.64,68.18,8.25,7.47,"11,64",9795
PAPUA,Jayawijaya,2012,52.27,55.81,59.22,6.13,3.68,"10,28",6628
PAPUA,Jayapura,2012,68.85,64.18,67.67,9.65,8.38,"13,28",9575
PAPUA,Nabire,2012,65.28,65.34,68.97,9.52,7.71,"10,5",8589
PAPUA,KepulauanYapen,2012,64.11,66.68,70.46,9.15,7.49,"11,17",7156
PAPUA,BiakNumfor,2012,69.05,65.89,69.65,9.89,8.24,"12,8",9486
PAPUA,Paniai,2012,53.34,63.34,66.73,3.81,2.16,"10,09",5970
PAPUA,PuncakJaya,2012,41.85,61.89,65.34,4.28,2.14,"5,13",4863
PAPUA,Mimika,2012,68.95,69.8,73.7,9.33,7.89,"9,91",10822
PAPUA,BovenDigoel,2012,57.45,55.75,59.16,7.72,6.59,"10,47",7598
PAPUA,Mappi,2012,55.09,61.69,65.16,6.32,05.03,"10,32",5600
PAPUA,Asmat,2012,45.08,53.03,56.34,4.79,3.66,"6,93",5378
PAPUA,Yahukimo,2012,43.82,62.59,66.28,4.23,1.46,"6,87",4055
PAPUA,PegununganBintang,2012,37.82,61.74,65.2,2.66,1.37,"3,82",5010
PAPUA,Tolikara,2012,44.86,62.65,66.42,4.1,1.24,"7,13",4356
PAPUA,Sarmi,2012,59.03,63.45,67.25,7.72,06.08,"10,49",6318
PAPUA,Keerom,2012,61.13,64.14,67.59,6.32,4.5,"11,3",8437
PAPUA,Waropen,2012,61.32,63.73,67.54,8.93,7.77,"11,63",5970
PAPUA,Supiori,2012,58.86,63.2,66.99,8.3,6.42,"12,19",5023
PAPUA,MamberamoRaya,2012,46.62,54.64,58,4.5,2.94,"9,78",4186
PAPUA,Nduga,2012,23.07,51.74,55,0.75,0.43,"1,72",3406
PAPUA,LannyJaya,2012,42.53,62.88,66.54,3.49,0.86,"6,96",3863
PAPUA,MamberamoTengah,2012,41.39,60.69,64.27,3.28,1.14,"6,81",3921
PAPUA,Yalimo,2012,41.84,62.95,66.51,03.02,1.2,"6,65",4197
PAPUA,Puncak,2012,36.85,63.19,66.67,1.45,0.34,"3,73",4919
PAPUA,Dogiyai,2012,50.59,62.36,66.12,5.15,3.71,"8,77",4924
PAPUA,IntanJaya,2012,41.89,63.02,66.55,3.41,0.93,"5,4",4928
PAPUA,Deiyai,2012,46.94,62.27,66.03,3.55,1.25,"9,4",4262
